Title,Company,Location,Salary,Experience,Posted,Apply Link
Google Shopping ADs,ShoppingIQ,Work from home,"₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-google-shopping-ads-job-at-shoppingiq1751018823
Event Management Executive,Vogue Events & Entertainment,Mumbai,"₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/event-management-executive-job-in-mumbai-at-hrithik-khaneria1750923564
Human Resources (HR) Executive,NIL EDUTECH PRIVATE LIMITED,Lucknow,"₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-human-resources-hr-executive-job-in-lucknow-at-nil-edutech-private-limited1750847337
Content Marketing Executive,StatificsMed Analytics LLP,Work from home,"₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-part-time-content-marketing-executive-job-at-statificsmed-analytics-llp1750769244
Speech Collection – Regional Language Speakers,Avyaan Management,Work from home,"₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-remote-speech-collection--regional-language-speakers-job-at-shraddha-rai1750473156
Accountant,AN GLOBAL SERVICES,Noida,"₹ 2,00,000 - 2,60,000₹ 2,00,000 - 2,60,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/accountant-job-in-noida-at-an-global-services1749111889
Business Growth Specialist,Stirring Minds,Delhi,"₹ 2,00,000 - 2,59,200₹ 2,00,000 - 2,59,200 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-business-growth-specialist-job-in-delhi-at-stirring-minds1749809244
Back Office Insurance And Finance,KINLIO FINSURE,Ahmedabad,"₹ 2,00,000 - 2,56,000₹ 2,00,000 - 2,56,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-back-office-insurance-and-finance-job-in-ahmedabad-at-kinlio-finsure1750912025
Telecaller,Hustlr Staffing Services,Lucknow,"₹ 2,00,000 - 2,55,000₹ 2,00,000 - 2,55,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/telecaller-job-in-lucknow-at-hustlr-staffing-services1750586125
Operations Associate,LegAccord,Navi Mumbai,"₹ 2,00,000 - 2,52,000₹ 2,00,000 - 2,52,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-operations-associate-job-in-navi-mumbai-at-legaccord1751285986
Legal Advisor,Inorbvict Healthcare India Private Limited,Pune,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/part-time-legal-advisor-job-in-pune-at-inorbvict-healthcare-india-private-limited1751439553
Tele Sales Executive,SHIVA TECHNOTONICS,Jaipur,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/tele-sales-executive-job-in-jaipur-at-narendra-yadav1751096200
Graphic Designer,Chayan Gupta,Delhi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/graphic-designer-job-in-delhi-at-chayan-gupta1748089270
Supply Chain Manager (SCM),KIE Engineering Private Limited,Solapur,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/supply-chain-manager-scm-job-in-solapur-at-kie-engineering-private-limited1750660059
After Sales Support,Daalchini Technologies,Noida,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),3 weeks ago,https://internshala.com/job/detail/after-sales-support-job-in-noida-at-daalchini-technologies1750243465
Call Center Executive/Telecaller (Full-Time),STEMplify,Noida,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),3 weeks ago,https://internshala.com/job/detail/fresher-call-center-executive-telecaller-full-time-job-in-noida-at-stemplify1750076528
Trip Planner/Travel Consultant,Seventh Sky Tours,Mumbai,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-trip-planner-travel-consultant-job-in-mumbai-at-seventh-sky-tours1751516055
Associate Teacher,The Sports Gurukul,Hyderabad,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-associate-teacher-job-in-hyderabad-at-the-sports-gurukul1751514547
Service Engineer-Hanel,Nilkamal Limited,Bangalore,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-service-engineer-hanel-job-in-bangalore-at-nilkamal-limited1751510719
E-commerce Executive,9 Figures Club Private Limited,"Mumbai,Vasai,Vasai-Virar","₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-part-time-e-commerce-executive-job-in-multiple-locations-at-9-figures-club-private-limited1751477187
"Accounts, Taxation & Audit Executive",BRIGHT KNIGHT BPO PRIVATE LIMITED,Dombivli(Hybrid),"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-accounts-taxation-audit-executive-job-in-dombivli-at-abhijit-baul1751460488
Client Service Executive,Live101,Mumbai,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-client-service-executive-job-in-mumbai-at-live1011751451451
Architect,Diwakar Bhati Architects,Jodhpur,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/architect-job-in-jodhpur-at-diwakar-bhati-architects1751440676
Telesales Executive,Wander Womaniya,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-telesales-executive-job-at-wander-womaniya1751431082
Academic Content Writer,Research Pixie,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-academic-content-writer-job-at-research-pixie1751381891
Architect,Atelier Astil,Bangalore,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/architect-job-in-bangalore-at-atelier-astil1751374362
Junior Travel & Tourism Executive,Perfect Holiday Planner,Vashi Navi Mumbai,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-junior-travel-tourism-executive-job-in-vashi-navi-mumbai-at-perfect-holiday-planner1751372817
Business Development Associate,Fantastiqo Education Private Limited,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/remote-business-development-associate-job-at-fantastiqo-education-private-limited1751371418
Video Editor,Sambhav  Saluja,"Chandigarh,Kharar,Mohali,Zirakpur,Pinjore,Panchkula,New Chandigarh,Derabassi","₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-video-editor-job-in-multiple-locations-at-sambhav-saluja1751361720
Video Editor,Hcube Wowcarz Private Limited,Bangalore,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-video-editor-job-in-bangalore-at-hcube-wowcarz-private-limited1751334758
Teacher,Mind Oriented,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-teacher-job-at-mind-oriented1751292557
Digital Marketing Associate,Kazma Technology Pvt Ltd,Kolkata,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/digital-marketing-associate-job-in-kolkata-at-kazma-technology-pvt-ltd1751291965
Amazon Cataloging,Social For Local,Thane,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/amazon-cataloging-job-in-thane-at-social-for-local1751288239
Robotics Trainer,Playto Labs,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-part-time-robotics-trainer-job-at-playto-labs1751286658
Content & E-commerce Management Executive,Roli Saxena,Bangalore(Hybrid),"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/part-time-content-e-commerce-management-executive-job-in-bangalore-at-roli-saxena1751281737
LinkedIn Operator,"Knowledge Center, Gurgaon",Gurgaon,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-linkedin-operator-job-in-gurgaon-at-knowledge-center-gurgaon1751278449
Telecaller,Fidelite Placement Solutions,Kolkata,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-telecaller-job-in-kolkata-at-fidelite-placement-solutions1751276241
Librarian,"Knowledge Center, Gurgaon",Gurgaon,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-librarian-job-in-gurgaon-at-knowledge-center-gurgaon1751275304
Store Manager,"Knowledge Center, Gurgaon",Gurgaon,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-store-manager-job-in-gurgaon-at-knowledge-center-gurgaon1751272192
Receptionist (FO),SLNS Avyuktha Homes,Bangalore,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-receptionist-fo-job-in-bangalore-at-slns-avyuktha-homes1751118801
Client Communication & Lead Coordination Executive,Nabberx Technologies Private Limited,Noida,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-client-communication-lead-coordination-executive-job-in-noida-at-nabberx-technologies-pvt-ltd1751112879
Junior Search Engine Optimization (SEO) Executive,Indevillez Private Limited,Bhubaneswar,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/junior-search-engine-optimization-seo-executive-job-in-bhubaneswar-at-indevillez-private-limited1751112259
Digital Marketing Executive,Cyptoloom,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-remote-digital-marketing-executive-job-at-cyptoloom1751088869
Social Media Marketing Executive,Stirring Minds,Delhi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/fresher-social-media-marketing-executive-job-in-delhi-at-stirring-minds1751028390
Corporate Sales Associate,Sundating Wellness,Delhi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),1 week ago,https://internshala.com/job/detail/corporate-sales-associate-job-in-delhi-at-sundating-wellness1751022890
Associate Industrial And Production Engineer,ITFuturista,Bangalore,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),1 week ago,https://internshala.com/job/detail/associate-industrial-and-production-engineer-job-in-bangalore-at-itfuturista1751020135
Business Development Executive,Mind Mingles,Delhi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/business-development-executive-job-in-delhi-at-mind-mingles1751000503
Business Development Executive,Infowind Technologies,Indore,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/business-development-executive-job-in-indore-at-infowind-technologies1750944487
Content Creator,Stirring Minds,Delhi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-content-creator-job-in-delhi-at-stirring-minds1750938799
Client Servicing Specialist – Design/Development Agency,Creatiwise,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-client-servicing-specialist--design-development-agency-job-at-creatiwise1750928670
Admission Counselor,Cocentrus,Delhi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-admission-counselor-job-in-delhi-at-cocentrus1750916134
Business Development Executive,Kurekraft Pharmaceuticals,Delhi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-delhi-at-kurekraft-pharmaceuticals1750909530
Graphic Designer,Topper Shiksha,Bangalore,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/part-time-graphic-designer-job-in-bangalore-at-topper-shiksha1750848157
Video Editor,Stirring Minds,Delhi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-video-editor-job-in-delhi-at-stirring-minds1750847287
Campaign Manager,Graps Marketing Pvt Ltd,Bhopal,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/campaign-manager-job-in-bhopal-at-graps-marketing-pvt-ltd1750830353
Junior Content Writer,RecurPost Inc.,Surat,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-junior-content-writer-job-in-surat-at-recurpost-inc1750770033
Junior Social Media Marketing Associate,Classic Curves,Jaipur,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-junior-social-media-marketing-associate-job-in-jaipur-at-classic-curves1750761589
Academic Content Expert- Biology,QA Solvers,Varanasi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-academic-content-expert-biology-job-in-varanasi-at-qa-solvers1750748212
Business Development Executive,Tech Helm Solutions,Kolkata,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-kolkata-at-tech-helm-solutions1750695792
Telecaller,TanServ Business Process,Gurgaon,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-telecaller-job-in-gurgaon-at-tanserv-business-process1750686115
Business Development Associate,Antops Technologies,Bhopal,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/business-development-associate-job-in-bhopal-at-antops-technologies1750682026
Senior Teacher,Kidstuttoo,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-senior-teacher-job-at-kidstuttoo1750680119
Accountant,Scan Holdings Private Limited,Delhi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/accountant-job-in-delhi-at-scan-holdings-private-limited1750674170
Digital Marketing Executive,Etherea Essentia,Gurgaon,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-digital-marketing-executive-job-in-gurgaon-at-etherea-essentia1750653331
Associate Video Editor,Etherea Essentia,Gurgaon,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-associate-video-editor-job-in-gurgaon-at-etherea-essentia1750653210
US Healthcare Recruiter,Collar Search,Noida,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/us-healthcare-recruiter-job-in-noida-at-collar-search1750566742
Telecaller,Mignato,Gurgaon,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/telecaller-job-in-gurgaon-at-vikas-singh1750566605
Administration Executive,Colour Square Marketing Private Limited,Delhi,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/administration-executive-job-in-delhi-at-colour-square-marketing-private-limited1750564734
Graphic Designer,ICS REAL ESTATE L.L.C,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-part-time-graphic-designer-job-at-i-c-s-real-estate-llc1750506216
Business Development Executive,IFive Technology Private Limited,Chennai,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-business-development-executive-job-in-chennai-at-ifive-technology-private-limited1750500405
Senior Web Developer,Technofra,Mumbai,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/senior-web-developer-job-in-mumbai-at-technofra1750500379
Distributor,Velozity Global Solutions,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-distributor-job-at-velozity-global-solutions1750482961
Physics Mentor,NNIIT,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-part-time-physics-mentor-job-at-nniit1750482154
Maths Mentor,NNIIT,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",1 year(s),2 weeks ago,https://internshala.com/job/detail/remote-part-time-maths-mentor-job-at-nniit1750482041
Administration Executive,Success Route Incorporation,Work from home,"₹ 2,00,000 - 2,50,000₹ 2,00,000 - 2,50,000 /year",0 year(s),2 weeks ago,https://internshala.com/job/detail/fresher-remote-administration-executive-job-at-success-route-incorporation1750481979
